store|cash_machine|business_date|item|quantity|unit_prince|line_amount|tran_seq_no|line_seq_no
1001|1|19/01/2022 15:54:31|110|1|34.50|34.50|463|191
1001|1|19/01/2022 15:54:31|310|1|-51.85|-51.85|464|191
1001|1|19/01/2022 15:54:31|310|1|-1.12|-1.12|465|191
1001|1|19/01/2022 15:54:31|120|1|12.00|12.00|466|191
1001|1|19/01/2022 15:54:31|100|1|0.00|0.00|467|191
1001|1|19/01/2022 15:54:31|170|1|1.50|1.50|468|191
1001|1|19/01/2022 16:05:42|120|1|12.00|12.00|469|192
1001|1|19/01/2022 16:05:42|310|1|-7.81|-7.81|470|192
1001|1|19/01/2022 16:05:42|90|1|30.00|30.00|471|192
1001|1|19/01/2022 16:05:42|173|1|3.00|3.00|472|192
1001|1|19/01/2022 16:30:51|50|200|215.04|43,008.85|473|193
1001|1|19/01/2022 16:30:51|310|1|-55.75|-55.75|474|193
1001|1|21/01/2022 15:34:19|53|1|9.50|9.50|475|198
1001|1|21/01/2022 15:34:19|54|1|9.50|9.50|476|198
1001|1|21/01/2022 15:34:19|51|1|9.50|9.50|477|198
1001|1|21/01/2022 15:34:19|50|1|9.50|9.50|478|198
1001|1|21/01/2022 15:34:54|21|1|10.00|10.00|479|199
1001|1|21/01/2022 15:35:47|160|1|10.00|10.00|480|200
1001|1|21/01/2022 15:36:34|80|1|45.00|45.00|481|201
1001|1|21/01/2022 16:21:07|51|2|10.59|21.19|482|207
1001|1|21/01/2022 16:21:07|50|1|9.50|9.50|483|207
1001|1|21/01/2022 16:21:07|170|1|1.50|1.50|484|207
1001|1|21/01/2022 16:21:07|53|2|10.59|21.19|485|207
1001|1|21/01/2022 16:21:07|52|1|9.50|9.50|486|207
1001|1|21/01/2022 16:22:37|53|1|9.50|9.50|487|208
1001|1|21/01/2022 16:22:37|52|2|10.59|21.19|488|208
1001|1|21/01/2022 16:22:37|50|9|18.24|164.19|489|208
1001|1|21/01/2022 16:23:10|50|3|11.69|35.06|490|209
1001|1|21/01/2022 16:23:50|50|3|11.69|35.06|491|210
1001|1|21/01/2022 16:24:19|82|1|45.00|45.00|492|211
1001|1|21/01/2022 19:49:23|380|3|24.60|73.81|493|214
1001|1|22/01/2022 10:17:47|52|1|9.50|9.50|494|219
1001|1|22/01/2022 10:17:47|50|2|10.59|21.19|495|219
1001|1|22/01/2022 10:17:47|51|1|9.50|9.50|496|219
1001|1|22/01/2022 10:21:53|41|10|18.32|183.19|497|220
1001|1|22/01/2022 10:21:53|40|10|18.32|183.19|498|220
1001|1|22/01/2022 10:21:53|42|5|13.14|65.71|499|220
1001|1|22/01/2022 10:23:18|40|10|18.32|183.19|500|221
1001|1|22/01/2022 10:23:18|41|10|18.32|183.19|501|221
1001|1|22/01/2022 10:23:18|171|1|2.00|2.00|502|221
1001|1|22/01/2022 10:23:18|42|5|13.14|65.71|503|221
1001|1|22/01/2022 10:26:26|41|6|14.18|85.06|504|222
1001|1|22/01/2022 10:26:26|171|1|2.00|2.00|505|222
1001|1|22/01/2022 10:26:26|40|6|14.18|85.06|506|222
1001|1|22/01/2022 10:29:54|310|1|-22.29|-22.29|507|223
1001|1|22/01/2022 10:29:54|380|1|20.00|20.00|508|223
1001|1|22/01/2022 10:29:54|100|1|0.00|0.00|509|223
1001|1|22/01/2022 10:38:02|51|1|9.50|9.50|510|224
1001|1|22/01/2022 10:38:02|53|1|9.50|9.50|511|224
1001|1|22/01/2022 10:38:02|50|1|9.50|9.50|512|224
1001|1|22/01/2022 10:38:02|52|1|9.50|9.50|513|224
1001|1|22/01/2022 10:38:02|60|1|20.00|20.00|514|224
1001|1|22/01/2022 10:38:02|54|1|9.50|9.50|515|224
1001|1|22/01/2022 11:10:31|51|2|16.73|33.45|516|225
1001|1|22/01/2022 11:22:59|54|1|9.50|9.50|517|226
1001|1|22/01/2022 11:22:59|51|1|9.50|9.50|518|226
1001|1|22/01/2022 11:28:21|172|1|2.50|2.50|519|227
1001|1|22/01/2022 11:28:21|53|1|15.00|15.00|520|227
1001|1|22/01/2022 12:10:04|310|1|-20.07|-20.07|521|228
1001|1|22/01/2022 12:10:04|40|3|11.07|33.21|522|228
1001|1|22/01/2022 12:10:04|100|1|0.00|0.00|523|228
1001|1|22/01/2022 12:38:10|52|1|9.50|9.50|524|229
1001|1|22/01/2022 12:38:10|54|1|9.50|9.50|525|229
1001|1|22/01/2022 12:38:10|50|2|10.59|21.19|526|229
1001|1|22/01/2022 12:38:10|51|1|9.50|9.50|527|229
1001|1|22/01/2022 13:07:24|280|1|40.00|40.00|528|230
1001|1|22/01/2022 14:13:25|50|3|11.69|35.06|529|231
1001|1|24/01/2022 09:06:29|170|1|1.50|1.50|530|238
1001|1|24/01/2022 09:06:29|50|1|9.50|9.50|531|238
1001|1|24/01/2022 09:06:29|52|1|9.50|9.50|532|238
1001|1|24/01/2022 09:06:29|53|1|9.50|9.50|533|238
1001|1|24/01/2022 09:12:01|170|1|1.50|1.50|534|239
1001|1|24/01/2022 09:12:01|50|3|11.69|35.06|535|239
1001|1|24/01/2022 09:12:01|100|1|0.00|0.00|536|239
1001|1|24/01/2022 09:17:11|53|1|9.50|9.50|537|240
1001|1|24/01/2022 09:17:11|51|2|10.59|21.19|538|240
1001|1|24/01/2022 09:17:11|54|1|9.50|9.50|539|240
1001|1|24/01/2022 09:17:11|50|2|10.59|21.19|540|240
1001|1|24/01/2022 09:36:43|271|1|38.00|38.00|541|241
1001|1|24/01/2022 09:36:43|170|1|1.50|1.50|542|241
1001|1|24/01/2022 09:36:43|100|1|0.00|0.00|543|241
1001|1|24/01/2022 09:36:43|280|1|40.00|40.00|544|241
1001|1|24/01/2022 09:36:43|310|1|-2.23|-2.23|545|241
1001|1|24/01/2022 11:08:04|173|1|3.00|3.00|546|242
1001|1|24/01/2022 11:08:04|310|1|-7.81|-7.81|547|242
1001|1|24/01/2022 11:08:04|120|1|12.00|12.00|548|242
1001|1|24/01/2022 11:08:04|93|1|30.00|30.00|549|242
1001|1|24/01/2022 11:10:49|120|1|12.00|12.00|550|243
1001|1|24/01/2022 11:10:49|310|1|-7.81|-7.81|551|243
1001|1|24/01/2022 11:10:49|90|1|30.00|30.00|552|243
1001|1|24/01/2022 11:10:49|173|1|3.00|3.00|553|243
1001|1|24/01/2022 11:13:56|100|1|0.00|0.00|554|244
1001|1|24/01/2022 11:13:56|173|1|3.00|3.00|555|244
1001|1|24/01/2022 11:13:56|280|1|40.00|40.00|556|244
1001|1|24/01/2022 11:17:44|172|1|2.50|2.50|557|245
1001|1|24/01/2022 11:17:44|91|1|30.00|30.00|558|245
1001|1|24/01/2022 11:17:44|310|1|-3.07|-3.07|559|245
1001|1|24/01/2022 12:54:53|310|1|-0.56|-0.56|560|246
1001|1|24/01/2022 12:54:53|91|1|23.50|23.50|561|246
1001|1|24/01/2022 12:54:53|310|1|-1.67|-1.67|562|246
1001|1|24/01/2022 12:54:53|130|2|10.59|21.19|563|246
1001|1|24/01/2022 12:54:53|90|1|23.50|23.50|564|246
1001|1|24/01/2022 12:54:53|140|2|16.73|33.45|565|246
1001|1|24/01/2022 12:54:53|174|1|3.50|3.50|566|246
1001|1|24/01/2022 12:54:53|92|1|23.50|23.50|567|246
1001|1|24/01/2022 12:54:53|310|1|-1.67|-1.67|568|246
1001|1|24/01/2022 13:39:26|50|3|11.69|35.06|569|247
1001|1|24/01/2022 14:24:42|170|1|1.50|1.50|570|248
1001|1|24/01/2022 14:24:42|50|3|11.69|35.06|571|248
1001|1|24/01/2022 16:03:08|50|3|11.69|35.06|572|250
1001|1|24/01/2022 16:41:30|50|3|11.69|35.06|573|251
1001|1|24/01/2022 16:41:30|156|2|11.15|22.30|574|251
1001|1|24/01/2022 16:41:30|41|10|18.32|183.19|575|251
1001|1|24/01/2022 16:41:30|40|10|18.32|183.19|576|251
1001|1|24/01/2022 16:41:30|153|2|11.15|22.30|577|251
1001|1|24/01/2022 16:41:30|54|3|11.69|35.06|578|251
1001|1|24/01/2022 16:41:30|53|3|11.69|35.06|579|251
1001|1|24/01/2022 16:41:30|120|5|11.68|58.41|580|251
1001|1|24/01/2022 16:41:30|155|2|11.15|22.30|581|251
1001|1|24/01/2022 16:41:30|158|4|13.45|53.81|582|251
1001|1|24/01/2022 16:41:30|51|3|11.69|35.06|583|251
1001|1|24/01/2022 16:41:30|121|5|11.68|58.41|584|251
1001|1|24/01/2022 16:41:30|52|3|11.69|35.06|585|251
1001|1|24/01/2022 16:41:30|174|1|3.50|3.50|586|251
1001|1|24/01/2022 16:45:11|100|2|0.00|0.00|587|252
1001|1|24/01/2022 16:45:11|100|2|0.00|0.00|588|252
1001|1|24/01/2022 16:45:11|51|1|9.50|9.50|589|252
1001|1|24/01/2022 16:45:11|155|1|10.00|10.00|590|252
1001|1|24/01/2022 16:45:11|40|2|10.04|20.07|591|252
1001|1|24/01/2022 16:45:11|173|1|3.00|3.00|592|252
1001|1|24/01/2022 16:45:11|156|1|10.00|10.00|593|252
1001|1|24/01/2022 16:45:11|100|2|0.00|0.00|594|252
1001|1|24/01/2022 16:45:11|150|1|10.00|10.00|595|252
1001|1|24/01/2022 16:45:11|50|3|11.69|35.06|596|252
1001|1|24/01/2022 16:52:48|310|1|-18.40|-18.40|597|254
1001|1|24/01/2022 16:52:48|21|1|7.00|7.00|598|254
1001|1|24/01/2022 16:52:48|50|1|9.50|9.50|599|254
1001|1|24/01/2022 16:52:48|42|1|9.00|9.00|600|254
1001|1|24/01/2022 16:52:48|200|1|23.00|23.00|601|254
1001|1|24/01/2022 16:52:48|380|1|15.00|15.00|602|254
1001|1|24/01/2022 16:52:48|310|1|-7.81|-7.81|603|254
1001|1|24/01/2022 16:52:48|310|1|-1.12|-1.12|604|254
1001|1|24/01/2022 16:52:48|191|3|25.83|77.50|605|254
1001|1|24/01/2022 16:52:48|310|1|-7.81|-7.81|606|254
1001|1|25/01/2022 09:02:26|191|1|21.00|21.00|607|260
1001|1|25/01/2022 09:02:26|100|1|0.00|0.00|608|260
1001|1|25/01/2022 09:02:26|170|1|1.50|1.50|609|260
1001|1|25/01/2022 09:06:11|81|1|45.00|45.00|610|261
1001|1|25/01/2022 09:06:11|310|1|-5.58|-5.58|611|261
1001|1|25/01/2022 09:06:11|170|1|1.50|1.50|612|261
1001|1|25/01/2022 09:31:10|173|1|3.00|3.00|613|262
1001|1|25/01/2022 09:31:10|310|1|-17.84|-17.84|614|262
1001|1|25/01/2022 09:31:10|80|2|50.18|100.35|615|262
1001|1|25/01/2022 09:35:07|51|1|15.00|15.00|616|263
1001|1|25/01/2022 09:35:07|172|1|2.50|2.50|617|263
1001|1|25/01/2022 11:34:36|50|3|11.69|35.06|618|264
1001|1|25/01/2022 11:34:36|51|1|9.50|9.50|619|264
1001|1|25/01/2022 11:34:36|54|1|9.50|9.50|620|264
1001|1|25/01/2022 11:34:36|52|1|9.50|9.50|621|264
1001|1|25/01/2022 15:11:19|191|1|21.00|21.00|622|265
1001|1|25/01/2022 15:11:19|310|1|-6.13|-6.13|623|265
1001|1|25/01/2022 15:29:33|172|1|2.50|2.50|624|266
1001|1|25/01/2022 15:29:33|100|1|0.00|0.00|625|266
1001|1|25/01/2022 15:29:33|380|1|20.00|20.00|626|266
1001|1|25/01/2022 15:41:57|310|1|-13.37|-13.37|627|267
1001|1|25/01/2022 15:41:57|100|1|0.00|0.00|628|267
1001|1|25/01/2022 15:41:57|124|1|12.00|12.00|629|267
1001|1|25/01/2022 15:52:23|124|1|12.00|12.00|630|269
1001|1|25/01/2022 15:52:23|110|1|34.50|34.50|631|269
1001|1|25/01/2022 15:52:23|173|1|3.00|3.00|632|269
1001|1|25/01/2022 15:52:23|310|1|-9.48|-9.48|633|269
1001|1|26/01/2022 09:29:12|53|2|10.59|21.19|634|274
1001|1|26/01/2022 09:29:12|52|2|10.59|21.19|635|274
1001|1|26/01/2022 09:31:44|54|1|9.50|9.50|636|275
1001|1|26/01/2022 09:31:44|50|1|9.50|9.50|637|275
1001|1|26/01/2022 09:31:44|52|1|9.50|9.50|638|275
1001|1|26/01/2022 09:31:44|51|1|9.50|9.50|639|275
1001|1|26/01/2022 09:31:44|174|1|3.50|3.50|640|275
1001|1|26/01/2022 09:35:35|160|1|10.00|10.00|641|276
1001|1|26/01/2022 10:39:04|51|1|15.00|15.00|642|277
1001|1|26/01/2022 10:39:04|130|2|16.73|33.45|643|277
1001|1|26/01/2022 10:39:04|310|1|-17.28|-17.28|644|277
1001|1|26/01/2022 11:04:13|53|1|9.50|9.50|645|278
1001|1|26/01/2022 11:04:13|52|2|10.59|21.19|646|278
1001|1|26/01/2022 11:13:08|40|1|9.00|9.00|647|279
1001|1|26/01/2022 11:13:08|41|2|10.04|20.07|648|279
1001|1|26/01/2022 11:13:08|173|1|3.00|3.00|649|279
1001|1|26/01/2022 11:57:36|42|1|9.00|9.00|650|280
1001|1|26/01/2022 11:57:36|171|1|2.00|2.00|651|280
1001|1|26/01/2022 11:57:36|40|2|10.04|20.07|652|280
1001|1|26/01/2022 11:57:36|53|1|9.50|9.50|653|280
1001|1|26/01/2022 12:08:49|110|2|28.99|57.98|654|281
1001|1|26/01/2022 12:08:49|113|1|26.00|26.00|655|281
1001|1|26/01/2022 12:20:56|41|3|11.07|33.21|656|282
1001|1|26/01/2022 12:20:56|91|1|22.00|22.00|657|282
1001|1|26/01/2022 12:20:56|53|1|9.50|9.50|658|282
1001|1|26/01/2022 12:20:56|174|1|3.50|3.50|659|282
1001|1|26/01/2022 12:20:56|50|1|9.50|9.50|660|282
1001|1|26/01/2022 12:40:53|91|1|22.00|22.00|661|283
1001|1|26/01/2022 12:40:53|52|1|9.50|9.50|662|283
1001|1|26/01/2022 12:40:53|53|2|10.59|21.19|663|283
1001|1|26/01/2022 12:40:53|90|1|22.00|22.00|664|283
1001|1|26/01/2022 12:40:53|130|4|20.18|80.71|665|283
1001|1|26/01/2022 12:40:53|111|1|27.00|27.00|666|283
1001|1|26/01/2022 12:40:53|93|2|24.53|49.06|667|283
1001|1|26/01/2022 12:40:53|310|1|-22.30|-22.30|668|283
1001|1|26/01/2022 12:40:53|174|1|3.50|3.50|669|283
1001|1|26/01/2022 12:40:53|110|2|30.11|60.21|670|283
1001|1|26/01/2022 12:40:53|115|1|27.00|27.00|671|283
1001|1|26/01/2022 12:45:08|160|2|11.15|22.30|672|284
1001|1|26/01/2022 12:45:08|310|1|-22.29|-22.29|673|284
1001|1|26/01/2022 13:46:15|100|1|0.00|0.00|674|285
1001|1|26/01/2022 13:46:15|42|2|10.04|20.07|675|285
1001|1|26/01/2022 13:46:15|120|1|7.50|7.50|676|285
1001|1|26/01/2022 13:46:15|40|1|9.00|9.00|677|285
1001|1|26/01/2022 13:46:15|122|2|8.36|16.73|678|285
1001|1|28/01/2022 09:40:03|90|5|32.12|160.62|679|290
1001|1|28/01/2022 09:40:03|93|2|24.53|49.06|680|290
1001|1|28/01/2022 09:40:03|91|2|24.53|49.06|681|290
1001|1|28/01/2022 09:40:03|171|1|2.00|2.00|682|290
1001|1|28/01/2022 09:42:40|171|1|2.00|2.00|683|291
1001|1|28/01/2022 09:42:40|51|1|9.50|9.50|684|291
1001|1|28/01/2022 09:42:40|53|3|11.69|35.06|685|291
1001|1|28/01/2022 09:43:58|41|7|15.21|106.49|686|292
1001|1|28/01/2022 09:43:58|171|1|2.00|2.00|687|292
1001|1|28/01/2022 09:43:58|40|8|16.25|129.98|688|292
1001|1|28/01/2022 09:46:09|170|1|1.50|1.50|689|293
1001|1|28/01/2022 09:46:09|53|3|11.69|35.06|690|293
1001|1|28/01/2022 09:46:09|52|1|9.50|9.50|691|293
1001|1|28/01/2022 10:37:04|81|1|45.00|45.00|692|294
1001|1|28/01/2022 10:37:04|310|1|-3.35|-3.35|693|294
1001|1|28/01/2022 11:31:03|380|1|20.00|20.00|694|295
1001|1|28/01/2022 11:31:03|310|1|-25.08|-25.08|695|295
1001|1|28/01/2022 11:31:03|100|1|0.00|0.00|696|295
1001|1|28/01/2022 11:31:03|172|1|2.50|2.50|697|295
1001|1|28/01/2022 11:31:03|100|1|0.00|0.00|698|295
1001|1|28/01/2022 11:52:30|310|1|-10.59|-10.59|699|296
1001|1|28/01/2022 11:52:30|54|1|9.50|9.50|700|296
1001|1|28/01/2022 11:52:30|51|1|9.50|9.50|701|296
1001|1|28/01/2022 11:52:30|51|1|9.50|9.50|702|296
1001|1|28/01/2022 11:52:30|100|1|0.00|0.00|703|296
1001|1|28/01/2022 11:52:30|52|1|9.50|9.50|704|296
1001|1|28/01/2022 11:53:57|50|3|11.69|35.06|705|297
1001|1|28/01/2022 11:53:57|52|2|10.59|21.19|706|297
1001|1|28/01/2022 11:53:57|54|2|10.59|21.19|707|297
1001|1|28/01/2022 14:09:26|53|3|11.69|35.06|708|300
1001|1|28/01/2022 14:31:11|310|1|-7.81|-7.81|709|301
1001|1|28/01/2022 14:31:11|175|1|4.00|4.00|710|301
1001|1|28/01/2022 14:31:11|191|1|21.00|21.00|711|301
1001|1|28/01/2022 14:31:11|202|1|23.00|23.00|712|301
1001|1|28/01/2022 14:31:11|310|1|-6.13|-6.13|713|301
1001|1|28/01/2022 14:31:11|100|1|0.00|0.00|714|301
1001|1|29/01/2022 09:49:15|52|1|9.50|9.50|715|306
1001|1|29/01/2022 09:49:15|54|1|9.50|9.50|716|306
1001|1|29/01/2022 09:49:15|51|1|9.50|9.50|717|306
1001|1|29/01/2022 10:19:07|170|1|1.50|1.50|718|307
1001|1|29/01/2022 10:19:07|52|1|9.50|9.50|719|307
1001|1|29/01/2022 10:19:07|51|3|11.69|35.06|720|307
1001|1|29/01/2022 10:34:38|121|1|8.00|8.00|721|308
1001|1|29/01/2022 10:34:38|130|1|9.50|9.50|722|308
1001|1|29/01/2022 10:34:38|53|1|9.50|9.50|723|308
1001|1|29/01/2022 10:41:39|121|1|12.00|12.00|724|309
1001|1|29/01/2022 10:44:02|60|3|24.60|73.81|725|310
1001|1|29/01/2022 11:13:02|100|1|0.00|0.00|726|311
1001|1|29/01/2022 11:13:02|310|1|-16.71|-16.71|727|311
1001|1|29/01/2022 11:13:02|52|1|15.00|15.00|728|311
1001|1|29/01/2022 11:13:02|100|1|0.00|0.00|729|311
1001|1|29/01/2022 11:22:30|173|1|3.00|3.00|730|312
1001|1|29/01/2022 11:22:30|54|3|11.69|35.06|731|312
1001|1|29/01/2022 11:22:30|51|1|9.50|9.50|732|312
1001|1|29/01/2022 11:37:59|53|1|9.50|9.50|733|313
1001|1|29/01/2022 11:37:59|51|1|9.50|9.50|734|313
1001|1|29/01/2022 11:37:59|54|1|9.50|9.50|735|313
1001|1|29/01/2022 11:37:59|130|2|10.59|21.19|736|313
1001|1|29/01/2022 12:05:56|130|2|16.73|33.45|737|314
1001|1|29/01/2022 12:58:31|53|3|11.69|35.06|738|315
1001|1|29/01/2022 13:03:16|54|1|9.50|9.50|739|316
1001|1|29/01/2022 13:03:16|51|2|10.59|21.19|740|316
1001|1|29/01/2022 13:17:09|170|1|1.50|1.50|741|317
1001|1|29/01/2022 13:17:09|53|3|11.69|35.06|742|317
1001|1|29/01/2022 13:17:09|310|1|-10.59|-10.59|743|317
1001|1|29/01/2022 13:17:09|53|1|9.50|9.50|744|317
1001|1|29/01/2022 13:17:09|100|1|0.00|0.00|745|317
1001|1|29/01/2022 13:27:19|51|1|9.50|9.50|746|318
1001|1|29/01/2022 13:27:19|53|1|9.50|9.50|747|318
1001|1|29/01/2022 13:27:19|54|1|9.50|9.50|748|318
1001|1|29/01/2022 13:43:34|191|1|21.00|21.00|749|320
1001|1|29/01/2022 14:30:32|310|1|-6.13|-6.13|750|321
1001|1|29/01/2022 14:30:32|124|1|7.50|7.50|751|321
1001|1|29/01/2022 14:30:32|310|1|-6.13|-6.13|752|321
1001|1|29/01/2022 14:30:32|310|1|-0.56|-0.56|753|321
1001|1|29/01/2022 14:30:32|190|1|21.00|21.00|754|321
1001|1|29/01/2022 14:30:32|40|1|9.00|9.00|755|321
1001|1|29/01/2022 14:30:32|190|1|21.00|21.00|756|321
1001|1|29/01/2022 14:30:32|310|1|-6.13|-6.13|757|321
1001|1|29/01/2022 14:30:32|100|1|0.00|0.00|758|321
1001|1|29/01/2022 14:30:32|191|1|21.00|21.00|759|321
1001|1|29/01/2022 14:30:32|191|1|21.00|21.00|760|321
1001|1|29/01/2022 14:30:32|310|1|-6.13|-6.13|761|321
1001|1|31/01/2022 08:58:30|41|8|16.25|129.98|762|328
1001|1|31/01/2022 08:58:30|171|1|2.00|2.00|763|328
1001|1|31/01/2022 08:58:30|42|5|13.14|65.71|764|328
1001|1|31/01/2022 08:58:30|40|12|20.39|244.67|765|328
1001|1|31/01/2022 09:02:41|41|1|9.00|9.00|766|329
1001|1|31/01/2022 09:02:41|40|2|10.04|20.07|767|329
1001|1|31/01/2022 09:02:41|170|1|1.50|1.50|768|329
1001|1|31/01/2022 09:04:47|81|1|45.00|45.00|769|330
1001|1|31/01/2022 09:09:00|170|1|1.50|1.50|770|331
1001|1|31/01/2022 09:09:00|191|1|21.00|21.00|771|331
1001|1|31/01/2022 09:09:00|100|1|0.00|0.00|772|331
1001|1|31/01/2022 10:42:41|310|1|-7.25|-7.25|773|332
1001|1|31/01/2022 10:42:41|20|1|10.00|10.00|774|332
1001|1|31/01/2022 10:42:41|115|1|34.50|34.50|775|332
1001|1|31/01/2022 10:42:41|172|1|2.50|2.50|776|332
1001|1|31/01/2022 10:59:33|174|1|3.50|3.50|777|333
1001|1|31/01/2022 10:59:33|82|1|45.00|45.00|778|333
1001|1|31/01/2022 10:59:33|310|1|-5.58|-5.58|779|333
1001|1|31/01/2022 11:20:50|310|1|-5.58|-5.58|780|334
1001|1|31/01/2022 11:20:50|80|1|45.00|45.00|781|334
1001|1|31/01/2022 11:57:59|81|1|45.00|45.00|782|335
1001|1|31/01/2022 11:57:59|174|1|3.50|3.50|783|335
1001|1|31/01/2022 11:57:59|310|1|-5.58|-5.58|784|335
1001|1|31/01/2022 12:39:39|172|1|2.50|2.50|785|336
1001|1|31/01/2022 12:39:39|191|1|21.00|21.00|786|336
1001|1|31/01/2022 13:09:05|100|1|0.00|0.00|787|337
1001|1|31/01/2022 13:09:05|190|1|21.00|21.00|788|337
1001|1|31/01/2022 13:09:05|171|1|2.00|2.00|789|337
1001|1|31/01/2022 13:24:44|100|1|0.00|0.00|790|338
1001|1|31/01/2022 13:24:44|51|1|9.50|9.50|791|338
1001|1|31/01/2022 13:24:44|54|1|9.50|9.50|792|338
1001|1|31/01/2022 13:24:44|173|1|3.00|3.00|793|338
1001|1|31/01/2022 13:24:44|53|1|9.50|9.50|794|338
1001|1|31/01/2022 14:11:25|51|1|15.00|15.00|795|339
1001|1|31/01/2022 14:26:18|174|1|3.50|3.50|796|340
1001|1|31/01/2022 14:26:18|310|1|-5.58|-5.58|797|340
1001|1|31/01/2022 14:26:18|81|1|45.00|45.00|798|340
1001|1|31/01/2022 14:36:07|310|1|-81.96|-81.96|799|341
1001|1|31/01/2022 14:36:07|320|1|32.00|32.00|800|341
1001|1|31/01/2022 14:36:07|20|1|10.00|10.00|801|341
1001|1|31/01/2022 14:36:07|190|5|30.66|153.32|802|341
1001|1|31/01/2022 14:36:07|191|5|30.66|153.32|803|341
1001|1|31/01/2022 14:36:07|202|2|25.65|51.29|804|341
1001|1|31/01/2022 14:36:07|42|1|15.00|15.00|805|341
1001|1|31/01/2022 14:36:07|190|4|28.25|112.99|806|341
1001|1|31/01/2022 14:36:07|310|1|-35.68|-35.68|807|341
1001|1|31/01/2022 14:47:42|91|1|22.00|22.00|808|342
1001|1|31/01/2022 14:47:42|96|1|22.00|22.00|809|342
1001|1|31/01/2022 14:47:42|174|1|3.50|3.50|810|342
1001|1|31/01/2022 14:47:42|90|1|22.00|22.00|811|342
1001|1|31/01/2022 14:47:42|100|1|0.00|0.00|812|342
1001|1|31/01/2022 14:55:45|54|1|15.00|15.00|813|343
1001|1|31/01/2022 14:55:45|172|1|2.50|2.50|814|343
1001|1|31/01/2022 15:21:18|53|1|9.50|9.50|815|344
1001|1|31/01/2022 15:21:18|51|4|12.78|51.12|816|344
1001|1|31/01/2022 15:48:17|91|1|22.00|22.00|817|345
1001|1|31/01/2022 15:48:17|90|1|22.00|22.00|818|345
1001|1|31/01/2022 15:48:17|51|1|9.50|9.50|819|345
1001|1|31/01/2022 15:48:17|174|1|3.50|3.50|820|345
1001|1|31/01/2022 15:48:17|53|1|9.50|9.50|821|345
1001|1|31/01/2022 15:48:17|96|1|22.00|22.00|822|345
